Column1,t1,t2,norm.dist,dataset,pair
602,all,fail,0.211095096,Lartillot_2012,all-fail
603,pass,fail,0.241543467,Lartillot_2012,pass-fail
604,all,pass,0.172957508,Lartillot_2012,all-pass
605,all,fail,0.108803697,Lartillot_2012,all-fail
606,pass,fail,0.200145899,Lartillot_2012,pass-fail
607,all,pass,0.252790662,Lartillot_2012,all-pass
608,all,fail,0.123152497,Lartillot_2012,all-fail
609,pass,fail,0.296493968,Lartillot_2012,pass-fail
610,all,pass,0.28464738,Lartillot_2012,all-pass
611,all,fail,0.155665848,Lartillot_2012,all-fail
612,pass,fail,0.300049507,Lartillot_2012,pass-fail
613,all,pass,NA,Lartillot_2012,all-pass
614,all,fail,NA,Lartillot_2012,all-fail
615,pass,fail,NA,Lartillot_2012,pass-fail
616,all,pass,0.227990477,Lartillot_2012,all-pass
617,all,fail,0.185144963,Lartillot_2012,all-fail
618,pass,fail,0.290050065,Lartillot_2012,pass-fail
619,all,pass,0.191423216,Lartillot_2012,all-pass
620,all,fail,0.125798324,Lartillot_2012,all-fail
621,pass,fail,0.222397169,Lartillot_2012,pass-fail
622,all,pass,0.261135813,Lartillot_2012,all-pass
623,all,fail,0.157747967,Lartillot_2012,all-fail
624,pass,fail,0.251298615,Lartillot_2012,pass-fail
625,all,pass,0.177775289,Lartillot_2012,all-pass
626,all,fail,0.202455734,Lartillot_2012,all-fail
627,pass,fail,0.262726649,Lartillot_2012,pass-fail
628,all,pass,0.187543418,Lartillot_2012,all-pass
629,all,fail,0.149341424,Lartillot_2012,all-fail
630,pass,fail,0.237189776,Lartillot_2012,pass-fail
631,all,pass,0.324623023,Lartillot_2012,all-pass
632,all,fail,0.108611882,Lartillot_2012,all-fail
633,pass,fail,0.337762374,Lartillot_2012,pass-fail
634,all,pass,0.145355952,Lartillot_2012,all-pass
635,all,fail,0.231430983,Lartillot_2012,all-fail
636,pass,fail,0.252555053,Lartillot_2012,pass-fail
637,all,pass,0.18088736,Lartillot_2012,all-pass
638,all,fail,0.094244297,Lartillot_2012,all-fail
639,pass,fail,0.198648297,Lartillot_2012,pass-fail
640,all,pass,0.163212196,Lartillot_2012,all-pass
641,all,fail,0.219969121,Lartillot_2012,all-fail
642,pass,fail,0.247926828,Lartillot_2012,pass-fail
643,all,pass,0.144046654,Lartillot_2012,all-pass
644,all,fail,0.12259513,Lartillot_2012,all-fail
645,pass,fail,0.189499289,Lartillot_2012,pass-fail
646,all,pass,0.219156531,Lartillot_2012,all-pass
647,all,fail,0.148647103,Lartillot_2012,all-fail
648,pass,fail,0.289580804,Lartillot_2012,pass-fail
649,all,pass,0.219848383,Lartillot_2012,all-pass
650,all,fail,0.196100402,Lartillot_2012,all-fail
651,pass,fail,0.261958536,Lartillot_2012,pass-fail
652,all,pass,0.256970274,Lartillot_2012,all-pass
653,all,fail,0.108842425,Lartillot_2012,all-fail
654,pass,fail,0.272491271,Lartillot_2012,pass-fail
655,all,pass,0.168057556,Lartillot_2012,all-pass
656,all,fail,0.159647017,Lartillot_2012,all-fail
657,pass,fail,0.202132685,Lartillot_2012,pass-fail
658,all,pass,0.182622081,Lartillot_2012,all-pass
659,all,fail,0.124261659,Lartillot_2012,all-fail
660,pass,fail,0.229913991,Lartillot_2012,pass-fail
661,all,pass,0.26890866,McCormack_2013,all-pass
662,all,fail,0.537877871,McCormack_2013,all-fail
663,pass,fail,0.612882894,McCormack_2013,pass-fail
664,all,pass,0.323032432,McCormack_2013,all-pass
665,all,fail,0.545185456,McCormack_2013,all-fail
666,pass,fail,0.658901006,McCormack_2013,pass-fail
667,all,pass,0.264601475,McCormack_2013,all-pass
668,all,fail,0.507106108,McCormack_2013,all-fail
669,pass,fail,0.55579399,McCormack_2013,pass-fail
670,all,pass,0.230605146,McCormack_2013,all-pass
671,all,fail,0.306433311,McCormack_2013,all-fail
672,pass,fail,0.367141395,McCormack_2013,pass-fail
673,all,pass,0.341724662,McCormack_2013,all-pass
674,all,fail,0.60181646,McCormack_2013,all-fail
675,pass,fail,0.719035428,McCormack_2013,pass-fail
676,all,pass,0.163745961,McCormack_2013,all-pass
677,all,fail,0.403442464,McCormack_2013,all-fail
678,pass,fail,0.410493914,McCormack_2013,pass-fail
679,all,pass,0.283684379,McCormack_2013,all-pass
680,all,fail,0.666176783,McCormack_2013,all-fail
681,pass,fail,0.731492121,McCormack_2013,pass-fail
682,all,pass,0.31475182,McCormack_2013,all-pass
683,all,fail,0.826792717,McCormack_2013,all-fail
684,pass,fail,0.849888809,McCormack_2013,pass-fail
685,all,pass,0.240684433,McCormack_2013,all-pass
686,all,fail,0.504159688,McCormack_2013,all-fail
687,pass,fail,0.556657061,McCormack_2013,pass-fail
688,all,pass,0.296249067,McCormack_2013,all-pass
689,all,fail,0.499296153,McCormack_2013,all-fail
690,pass,fail,0.62088514,McCormack_2013,pass-fail
691,all,pass,0.265226585,McCormack_2013,all-pass
692,all,fail,0.413083633,McCormack_2013,all-fail
693,pass,fail,0.458715215,McCormack_2013,pass-fail
694,all,pass,0.207153975,McCormack_2013,all-pass
695,all,fail,0.584207227,McCormack_2013,all-fail
696,pass,fail,0.621094926,McCormack_2013,pass-fail
697,all,pass,0.189197667,McCormack_2013,all-pass
698,all,fail,0.638047597,McCormack_2013,all-fail
699,pass,fail,0.679601205,McCormack_2013,pass-fail
700,all,pass,0.284176664,McCormack_2013,all-pass
701,all,fail,0.500100388,McCormack_2013,all-fail
702,pass,fail,0.54258542,McCormack_2013,pass-fail
703,all,pass,0.318724123,McCormack_2013,all-pass
704,all,fail,0.651111735,McCormack_2013,all-fail
705,pass,fail,0.737083103,McCormack_2013,pass-fail
706,all,pass,0.24128491,McCormack_2013,all-pass
707,all,fail,0.65504428,McCormack_2013,all-fail
708,pass,fail,0.686165215,McCormack_2013,pass-fail
709,all,pass,0.334389351,McCormack_2013,all-pass
710,all,fail,0.579500111,McCormack_2013,all-fail
711,pass,fail,0.674650935,McCormack_2013,pass-fail
712,all,pass,0.193522091,McCormack_2013,all-pass
713,all,fail,0.567251521,McCormack_2013,all-fail
714,pass,fail,0.591468832,McCormack_2013,pass-fail
715,all,pass,0.242805855,McCormack_2013,all-pass
716,all,fail,0.61949403,McCormack_2013,all-fail
717,pass,fail,0.668277181,McCormack_2013,pass-fail
718,all,pass,0.289981253,McCormack_2013,all-pass
719,all,fail,0.492970037,McCormack_2013,all-fail
720,pass,fail,0.550049272,McCormack_2013,pass-fail
721,all,pass,0.076650719,Moyle_2016,all-pass
722,all,fail,0.29415904,Moyle_2016,all-fail
723,pass,fail,0.30577387,Moyle_2016,pass-fail
724,all,pass,0.129694389,Moyle_2016,all-pass
725,all,fail,0.421245525,Moyle_2016,all-fail
726,pass,fail,0.450596937,Moyle_2016,pass-fail
727,all,pass,0.04963101,Moyle_2016,all-pass
728,all,fail,0.322984254,Moyle_2016,all-fail
729,pass,fail,0.32645104,Moyle_2016,pass-fail
730,all,pass,0.071942407,Moyle_2016,all-pass
731,all,fail,0.317119278,Moyle_2016,all-fail
732,pass,fail,0.326466209,Moyle_2016,pass-fail
733,all,pass,0.035154533,Moyle_2016,all-pass
734,all,fail,0.32956247,Moyle_2016,all-fail
735,pass,fail,0.335029256,Moyle_2016,pass-fail
736,all,pass,0,Moyle_2016,all-pass
737,all,fail,0.36342763,Moyle_2016,all-fail
738,pass,fail,0.364164779,Moyle_2016,pass-fail
739,all,pass,0.084155346,Moyle_2016,all-pass
740,all,fail,0.512317647,Moyle_2016,all-fail
741,pass,fail,0.527210793,Moyle_2016,pass-fail
742,all,pass,0.134921643,Moyle_2016,all-pass
743,all,fail,0.426054132,Moyle_2016,all-fail
744,pass,fail,0.474192957,Moyle_2016,pass-fail
745,all,pass,0.084406709,Moyle_2016,all-pass
746,all,fail,0.26716128,Moyle_2016,all-fail
747,pass,fail,0.306040873,Moyle_2016,pass-fail
748,all,pass,0.084282475,Moyle_2016,all-pass
749,all,fail,0.459261993,Moyle_2016,all-fail
750,pass,fail,0.490586461,Moyle_2016,pass-fail
751,all,pass,0.114917482,Moyle_2016,all-pass
752,all,fail,0.267341678,Moyle_2016,all-fail
753,pass,fail,0.294387133,Moyle_2016,pass-fail
754,all,pass,0.133658423,Moyle_2016,all-pass
755,all,fail,0.29397359,Moyle_2016,all-fail
756,pass,fail,0.335752924,Moyle_2016,pass-fail
757,all,pass,0.16624392,Moyle_2016,all-pass
758,all,fail,0.256076968,Moyle_2016,all-fail
759,pass,fail,0.306335888,Moyle_2016,pass-fail
760,all,pass,0.076743506,Moyle_2016,all-pass
761,all,fail,0.228080388,Moyle_2016,all-fail
762,pass,fail,0.23767255,Moyle_2016,pass-fail
763,all,pass,0.092647892,Moyle_2016,all-pass
764,all,fail,0.38395082,Moyle_2016,all-fail
765,pass,fail,0.365717262,Moyle_2016,pass-fail
766,all,pass,0.099560168,Moyle_2016,all-pass
767,all,fail,0.302174624,Moyle_2016,all-fail
768,pass,fail,0.301867001,Moyle_2016,pass-fail
769,all,pass,0.109031597,Moyle_2016,all-pass
770,all,fail,0.373239673,Moyle_2016,all-fail
771,pass,fail,0.391995622,Moyle_2016,pass-fail
772,all,pass,0.130036596,Moyle_2016,all-pass
773,all,fail,0.359467995,Moyle_2016,all-fail
774,pass,fail,0.379085123,Moyle_2016,pass-fail
775,all,pass,0.084290082,Moyle_2016,all-pass
776,all,fail,0.290002478,Moyle_2016,all-fail
777,pass,fail,0.30538171,Moyle_2016,pass-fail
778,all,pass,0,Moyle_2016,all-pass
779,all,fail,0.426910682,Moyle_2016,all-fail
780,pass,fail,0.425052224,Moyle_2016,pass-fail
781,all,pass,0.621986036,Murray_2013,all-pass
782,all,fail,1.527519187,Murray_2013,all-fail
783,pass,fail,1.433177159,Murray_2013,pass-fail
784,all,pass,NA,Murray_2013,all-pass
785,all,fail,NA,Murray_2013,all-fail
786,pass,fail,NA,Murray_2013,pass-fail
787,all,pass,NA,Murray_2013,all-pass
788,all,fail,NA,Murray_2013,all-fail
789,pass,fail,NA,Murray_2013,pass-fail
790,all,pass,NA,Murray_2013,all-pass
791,all,fail,NA,Murray_2013,all-fail
792,pass,fail,NA,Murray_2013,pass-fail
793,all,pass,0.625738763,Murray_2013,all-pass
794,all,fail,1.183754054,Murray_2013,all-fail
795,pass,fail,1.251280147,Murray_2013,pass-fail
796,all,pass,NA,Murray_2013,all-pass
797,all,fail,NA,Murray_2013,all-fail
798,pass,fail,NA,Murray_2013,pass-fail
799,all,pass,NA,Murray_2013,all-pass
800,all,fail,NA,Murray_2013,all-fail
801,pass,fail,NA,Murray_2013,pass-fail
802,all,pass,NA,Murray_2013,all-pass
803,all,fail,NA,Murray_2013,all-fail
804,pass,fail,NA,Murray_2013,pass-fail
805,all,pass,0.51642731,Murray_2013,all-pass
806,all,fail,1.180934554,Murray_2013,all-fail
807,pass,fail,1.136251555,Murray_2013,pass-fail
808,all,pass,NA,Murray_2013,all-pass
809,all,fail,NA,Murray_2013,all-fail
810,pass,fail,NA,Murray_2013,pass-fail
811,all,pass,NA,Murray_2013,all-pass
812,all,fail,NA,Murray_2013,all-fail
813,pass,fail,NA,Murray_2013,pass-fail
814,all,pass,NA,Murray_2013,all-pass
815,all,fail,NA,Murray_2013,all-fail
816,pass,fail,NA,Murray_2013,pass-fail
817,all,pass,NA,Murray_2013,all-pass
818,all,fail,NA,Murray_2013,all-fail
819,pass,fail,NA,Murray_2013,pass-fail
820,all,pass,NA,Murray_2013,all-pass
821,all,fail,NA,Murray_2013,all-fail
822,pass,fail,NA,Murray_2013,pass-fail
823,all,pass,0.46574587,Murray_2013,all-pass
824,all,fail,1.141889391,Murray_2013,all-fail
825,pass,fail,1.124794115,Murray_2013,pass-fail
826,all,pass,NA,Murray_2013,all-pass
827,all,fail,NA,Murray_2013,all-fail
828,pass,fail,NA,Murray_2013,pass-fail
829,all,pass,NA,Murray_2013,all-pass
830,all,fail,NA,Murray_2013,all-fail
831,pass,fail,NA,Murray_2013,pass-fail
832,all,pass,0.470533339,Murray_2013,all-pass
833,all,fail,1.68273029,Murray_2013,all-fail
834,pass,fail,1.578111925,Murray_2013,pass-fail
835,all,pass,NA,Murray_2013,all-pass
836,all,fail,NA,Murray_2013,all-fail
837,pass,fail,NA,Murray_2013,pass-fail
838,all,pass,NA,Murray_2013,all-pass
839,all,fail,NA,Murray_2013,all-fail
840,pass,fail,NA,Murray_2013,pass-fail
841,all,pass,0.04317276,Oaks_2011,all-pass
842,all,fail,0.511950647,Oaks_2011,all-fail
843,pass,fail,0.506855061,Oaks_2011,pass-fail
844,all,pass,0.121277707,Oaks_2011,all-pass
845,all,fail,0.323876797,Oaks_2011,all-fail
846,pass,fail,0.342369872,Oaks_2011,pass-fail
847,all,pass,0.208510644,Oaks_2011,all-pass
848,all,fail,0.251659967,Oaks_2011,all-fail
849,pass,fail,0.370709383,Oaks_2011,pass-fail
850,all,pass,0.14763781,Oaks_2011,all-pass
851,all,fail,0.567492522,Oaks_2011,all-fail
852,pass,fail,0.579843474,Oaks_2011,pass-fail
853,all,pass,0.125807693,Oaks_2011,all-pass
854,all,fail,0.471286817,Oaks_2011,all-fail
855,pass,fail,0.479540487,Oaks_2011,pass-fail
856,all,pass,0.116671997,Oaks_2011,all-pass
857,all,fail,0.322076499,Oaks_2011,all-fail
858,pass,fail,0.354703044,Oaks_2011,pass-fail
859,all,pass,0.080531226,Oaks_2011,all-pass
860,all,fail,0.340672004,Oaks_2011,all-fail
861,pass,fail,0.351369207,Oaks_2011,pass-fail
862,all,pass,0.170528044,Oaks_2011,all-pass
863,all,fail,0.339633959,Oaks_2011,all-fail
864,pass,fail,0.393351162,Oaks_2011,pass-fail
865,all,pass,0.121610853,Oaks_2011,all-pass
866,all,fail,0.36002097,Oaks_2011,all-fail
867,pass,fail,0.378611157,Oaks_2011,pass-fail
868,all,pass,0.080690976,Oaks_2011,all-pass
869,all,fail,0.308748938,Oaks_2011,all-fail
870,pass,fail,0.316321172,Oaks_2011,pass-fail
871,all,pass,0.133084265,Oaks_2011,all-pass
872,all,fail,0.824068016,Oaks_2011,all-fail
873,pass,fail,0.781707147,Oaks_2011,pass-fail
874,all,pass,0.183377873,Oaks_2011,all-pass
875,all,fail,0.308350106,Oaks_2011,all-fail
876,pass,fail,0.384839694,Oaks_2011,pass-fail
877,all,pass,0.113072053,Oaks_2011,all-pass
878,all,fail,0.293559392,Oaks_2011,all-fail
879,pass,fail,0.307545918,Oaks_2011,pass-fail
880,all,pass,0.148257964,Oaks_2011,all-pass
881,all,fail,0.763081736,Oaks_2011,all-fail
882,pass,fail,0.770402891,Oaks_2011,pass-fail
883,all,pass,0.063456359,Oaks_2011,all-pass
884,all,fail,1.637250929,Oaks_2011,all-fail
885,pass,fail,1.629939309,Oaks_2011,pass-fail
886,all,pass,0.125875242,Oaks_2011,all-pass
887,all,fail,0.561384139,Oaks_2011,all-fail
888,pass,fail,0.529773173,Oaks_2011,pass-fail
889,all,pass,0.143286123,Oaks_2011,all-pass
890,all,fail,0.478211509,Oaks_2011,all-fail
891,pass,fail,0.47988373,Oaks_2011,pass-fail
892,all,pass,0.085815658,Oaks_2011,all-pass
893,all,fail,0.413816123,Oaks_2011,all-fail
894,pass,fail,0.431262741,Oaks_2011,pass-fail
895,all,pass,0.25951255,Oaks_2011,all-pass
896,all,fail,0.454419501,Oaks_2011,all-fail
897,pass,fail,0.483932145,Oaks_2011,pass-fail
898,all,pass,0.043110876,Oaks_2011,all-pass
899,all,fail,0.685264028,Oaks_2011,all-fail
900,pass,fail,0.686075734,Oaks_2011,pass-fail
901,all,pass,0.838100723,Rightmyer_2013,all-pass
902,all,fail,0.869314404,Rightmyer_2013,all-fail
903,pass,fail,1.284434276,Rightmyer_2013,pass-fail
904,all,pass,0.302005128,Rightmyer_2013,all-pass
905,all,fail,1.200225642,Rightmyer_2013,all-fail
906,pass,fail,1.138515773,Rightmyer_2013,pass-fail
907,all,pass,0.449755508,Rightmyer_2013,all-pass
908,all,fail,0.594450345,Rightmyer_2013,all-fail
909,pass,fail,0.707705359,Rightmyer_2013,pass-fail
910,all,pass,0.599411379,Rightmyer_2013,all-pass
911,all,fail,0.805119399,Rightmyer_2013,all-fail
912,pass,fail,0.846567398,Rightmyer_2013,pass-fail
913,all,pass,0.768531537,Rightmyer_2013,all-pass
914,all,fail,0.96151681,Rightmyer_2013,all-fail
915,pass,fail,1.056523721,Rightmyer_2013,pass-fail
916,all,pass,0.441296141,Rightmyer_2013,all-pass
917,all,fail,0.757339416,Rightmyer_2013,all-fail
918,pass,fail,0.945291843,Rightmyer_2013,pass-fail
919,all,pass,0.336819191,Rightmyer_2013,all-pass
920,all,fail,0.855108985,Rightmyer_2013,all-fail
921,pass,fail,0.958872831,Rightmyer_2013,pass-fail
922,all,pass,0.580197058,Rightmyer_2013,all-pass
923,all,fail,0.709918994,Rightmyer_2013,all-fail
924,pass,fail,0.760654437,Rightmyer_2013,pass-fail
925,all,pass,0.516298792,Rightmyer_2013,all-pass
926,all,fail,0.950277393,Rightmyer_2013,all-fail
927,pass,fail,1.048302341,Rightmyer_2013,pass-fail
928,all,pass,0.612692741,Rightmyer_2013,all-pass
929,all,fail,1.048342547,Rightmyer_2013,all-fail
930,pass,fail,1.063227943,Rightmyer_2013,pass-fail
931,all,pass,0.40122978,Rightmyer_2013,all-pass
932,all,fail,0.965979678,Rightmyer_2013,all-fail
933,pass,fail,0.985609337,Rightmyer_2013,pass-fail
934,all,pass,0.436551775,Rightmyer_2013,all-pass
935,all,fail,1.143551478,Rightmyer_2013,all-fail
936,pass,fail,1.135586422,Rightmyer_2013,pass-fail
937,all,pass,0.366136041,Rightmyer_2013,all-pass
938,all,fail,0.665988956,Rightmyer_2013,all-fail
939,pass,fail,0.811026312,Rightmyer_2013,pass-fail
940,all,pass,0.509980338,Rightmyer_2013,all-pass
941,all,fail,0.955273621,Rightmyer_2013,all-fail
942,pass,fail,1.048780339,Rightmyer_2013,pass-fail
943,all,pass,0.345272228,Rightmyer_2013,all-pass
944,all,fail,0.889213481,Rightmyer_2013,all-fail
945,pass,fail,0.857185481,Rightmyer_2013,pass-fail
946,all,pass,0.623330489,Rightmyer_2013,all-pass
947,all,fail,0.530930938,Rightmyer_2013,all-fail
948,pass,fail,0.77027028,Rightmyer_2013,pass-fail
949,all,pass,0.54168337,Rightmyer_2013,all-pass
950,all,fail,1.070875402,Rightmyer_2013,all-fail
951,pass,fail,1.142081993,Rightmyer_2013,pass-fail
952,all,pass,0.713367567,Rightmyer_2013,all-pass
953,all,fail,1.365894736,Rightmyer_2013,all-fail
954,pass,fail,1.290269575,Rightmyer_2013,pass-fail
955,all,pass,0.680517693,Rightmyer_2013,all-pass
956,all,fail,0.869529637,Rightmyer_2013,all-fail
957,pass,fail,1.161913395,Rightmyer_2013,pass-fail
958,all,pass,0.502536427,Rightmyer_2013,all-pass
959,all,fail,0.870723362,Rightmyer_2013,all-fail
960,pass,fail,0.890338567,Rightmyer_2013,pass-fail
961,all,pass,NA,Sauquet_2011,all-pass
962,all,fail,NA,Sauquet_2011,all-fail
963,pass,fail,NA,Sauquet_2011,pass-fail
964,all,pass,NA,Sauquet_2011,all-pass
965,all,fail,NA,Sauquet_2011,all-fail
966,pass,fail,NA,Sauquet_2011,pass-fail
967,all,pass,NA,Sauquet_2011,all-pass
968,all,fail,NA,Sauquet_2011,all-fail
969,pass,fail,NA,Sauquet_2011,pass-fail
970,all,pass,NA,Sauquet_2011,all-pass
971,all,fail,NA,Sauquet_2011,all-fail
972,pass,fail,NA,Sauquet_2011,pass-fail
973,all,pass,0.25277668,Sauquet_2011,all-pass
974,all,fail,0.346880453,Sauquet_2011,all-fail
975,pass,fail,0.375924454,Sauquet_2011,pass-fail
976,all,pass,NA,Sauquet_2011,all-pass
977,all,fail,NA,Sauquet_2011,all-fail
978,pass,fail,NA,Sauquet_2011,pass-fail
979,all,pass,NA,Sauquet_2011,all-pass
980,all,fail,NA,Sauquet_2011,all-fail
981,pass,fail,NA,Sauquet_2011,pass-fail
982,all,pass,0.363569476,Sauquet_2011,all-pass
983,all,fail,0.295407604,Sauquet_2011,all-fail
984,pass,fail,0.414431772,Sauquet_2011,pass-fail
985,all,pass,0.072352377,Sauquet_2011,all-pass
986,all,fail,0.745277003,Sauquet_2011,all-fail
987,pass,fail,0.75259249,Sauquet_2011,pass-fail
988,all,pass,0.227888057,Sauquet_2011,all-pass
989,all,fail,0.772075755,Sauquet_2011,all-fail
990,pass,fail,0.775000397,Sauquet_2011,pass-fail
991,all,pass,0.205746155,Sauquet_2011,all-pass
992,all,fail,0.312685361,Sauquet_2011,all-fail
993,pass,fail,0.362488923,Sauquet_2011,pass-fail
994,all,pass,0.225265715,Sauquet_2011,all-pass
995,all,fail,0.669380676,Sauquet_2011,all-fail
996,pass,fail,0.679135675,Sauquet_2011,pass-fail
997,all,pass,NA,Sauquet_2011,all-pass
998,all,fail,NA,Sauquet_2011,all-fail
999,pass,fail,NA,Sauquet_2011,pass-fail
1000,all,pass,NA,Sauquet_2011,all-pass
1001,all,fail,NA,Sauquet_2011,all-fail
1002,pass,fail,NA,Sauquet_2011,pass-fail
1003,all,pass,NA,Sauquet_2011,all-pass
1004,all,fail,NA,Sauquet_2011,all-fail
1005,pass,fail,NA,Sauquet_2011,pass-fail
1006,all,pass,NA,Sauquet_2011,all-pass
1007,all,fail,NA,Sauquet_2011,all-fail
1008,pass,fail,NA,Sauquet_2011,pass-fail
1009,all,pass,NA,Sauquet_2011,all-pass
1010,all,fail,NA,Sauquet_2011,all-fail
1011,pass,fail,NA,Sauquet_2011,pass-fail
1012,all,pass,NA,Sauquet_2011,all-pass
1013,all,fail,NA,Sauquet_2011,all-fail
1014,pass,fail,NA,Sauquet_2011,pass-fail
1015,all,pass,NA,Sauquet_2011,all-pass
1016,all,fail,NA,Sauquet_2011,all-fail
1017,pass,fail,NA,Sauquet_2011,pass-fail
1018,all,pass,NA,Sauquet_2011,all-pass
1019,all,fail,NA,Sauquet_2011,all-fail
1020,pass,fail,NA,Sauquet_2011,pass-fail
1021,all,pass,NA,Seago_2011,all-pass
1022,all,fail,NA,Seago_2011,all-fail
1023,pass,fail,NA,Seago_2011,pass-fail
1024,all,pass,NA,Seago_2011,all-pass
1025,all,fail,NA,Seago_2011,all-fail
1026,pass,fail,NA,Seago_2011,pass-fail
1027,all,pass,NA,Seago_2011,all-pass
1028,all,fail,NA,Seago_2011,all-fail
1029,pass,fail,NA,Seago_2011,pass-fail
1030,all,pass,NA,Seago_2011,all-pass
1031,all,fail,NA,Seago_2011,all-fail
1032,pass,fail,NA,Seago_2011,pass-fail
1033,all,pass,NA,Seago_2011,all-pass
1034,all,fail,NA,Seago_2011,all-fail
1035,pass,fail,NA,Seago_2011,pass-fail
1036,all,pass,NA,Seago_2011,all-pass
1037,all,fail,NA,Seago_2011,all-fail
1038,pass,fail,NA,Seago_2011,pass-fail
1039,all,pass,NA,Seago_2011,all-pass
1040,all,fail,NA,Seago_2011,all-fail
1041,pass,fail,NA,Seago_2011,pass-fail
1042,all,pass,NA,Seago_2011,all-pass
1043,all,fail,NA,Seago_2011,all-fail
1044,pass,fail,NA,Seago_2011,pass-fail
1045,all,pass,NA,Seago_2011,all-pass
1046,all,fail,NA,Seago_2011,all-fail
1047,pass,fail,NA,Seago_2011,pass-fail
1048,all,pass,NA,Seago_2011,all-pass
1049,all,fail,NA,Seago_2011,all-fail
1050,pass,fail,NA,Seago_2011,pass-fail
1051,all,pass,NA,Seago_2011,all-pass
1052,all,fail,NA,Seago_2011,all-fail
1053,pass,fail,NA,Seago_2011,pass-fail
1054,all,pass,NA,Seago_2011,all-pass
1055,all,fail,NA,Seago_2011,all-fail
1056,pass,fail,NA,Seago_2011,pass-fail
1057,all,pass,NA,Seago_2011,all-pass
1058,all,fail,NA,Seago_2011,all-fail
1059,pass,fail,NA,Seago_2011,pass-fail
1060,all,pass,NA,Seago_2011,all-pass
1061,all,fail,NA,Seago_2011,all-fail
1062,pass,fail,NA,Seago_2011,pass-fail
1063,all,pass,NA,Seago_2011,all-pass
1064,all,fail,NA,Seago_2011,all-fail
1065,pass,fail,NA,Seago_2011,pass-fail
1066,all,pass,NA,Seago_2011,all-pass
1067,all,fail,NA,Seago_2011,all-fail
1068,pass,fail,NA,Seago_2011,pass-fail
1069,all,pass,NA,Seago_2011,all-pass
1070,all,fail,NA,Seago_2011,all-fail
1071,pass,fail,NA,Seago_2011,pass-fail
1072,all,pass,NA,Seago_2011,all-pass
1073,all,fail,NA,Seago_2011,all-fail
1074,pass,fail,NA,Seago_2011,pass-fail
1075,all,pass,NA,Seago_2011,all-pass
1076,all,fail,NA,Seago_2011,all-fail
1077,pass,fail,NA,Seago_2011,pass-fail
1078,all,pass,NA,Seago_2011,all-pass
1079,all,fail,NA,Seago_2011,all-fail
1080,pass,fail,NA,Seago_2011,pass-fail
1081,all,pass,0.86389532,Sharanowski_2011,all-pass
1082,all,fail,0.251196906,Sharanowski_2011,all-fail
1083,pass,fail,0.883222851,Sharanowski_2011,pass-fail
1084,all,pass,0.96699422,Sharanowski_2011,all-pass
1085,all,fail,0.515071041,Sharanowski_2011,all-fail
1086,pass,fail,1.161411945,Sharanowski_2011,pass-fail
1087,all,pass,NA,Sharanowski_2011,all-pass
1088,all,fail,NA,Sharanowski_2011,all-fail
1089,pass,fail,NA,Sharanowski_2011,pass-fail
1090,all,pass,0.83521364,Sharanowski_2011,all-pass
1091,all,fail,0.342440909,Sharanowski_2011,all-fail
1092,pass,fail,0.895935051,Sharanowski_2011,pass-fail
1093,all,pass,0.541738708,Sharanowski_2011,all-pass
1094,all,fail,0.44530789,Sharanowski_2011,all-fail
1095,pass,fail,0.729753415,Sharanowski_2011,pass-fail
1096,all,pass,0.545287034,Sharanowski_2011,all-pass
1097,all,fail,0.452127626,Sharanowski_2011,all-fail
1098,pass,fail,0.642185926,Sharanowski_2011,pass-fail
1099,all,pass,NA,Sharanowski_2011,all-pass
1100,all,fail,NA,Sharanowski_2011,all-fail
1101,pass,fail,NA,Sharanowski_2011,pass-fail
1102,all,pass,NA,Sharanowski_2011,all-pass
1103,all,fail,NA,Sharanowski_2011,all-fail
1104,pass,fail,NA,Sharanowski_2011,pass-fail
1105,all,pass,0.397752178,Sharanowski_2011,all-pass
1106,all,fail,0.690727207,Sharanowski_2011,all-fail
1107,pass,fail,0.808038957,Sharanowski_2011,pass-fail
1108,all,pass,0.924317055,Sharanowski_2011,all-pass
1109,all,fail,0.347592816,Sharanowski_2011,all-fail
1110,pass,fail,0.910331764,Sharanowski_2011,pass-fail
1111,all,pass,0.431158232,Sharanowski_2011,all-pass
1112,all,fail,0.547228508,Sharanowski_2011,all-fail
1113,pass,fail,0.673341096,Sharanowski_2011,pass-fail
1114,all,pass,NA,Sharanowski_2011,all-pass
1115,all,fail,NA,Sharanowski_2011,all-fail
1116,pass,fail,NA,Sharanowski_2011,pass-fail
1117,all,pass,NA,Sharanowski_2011,all-pass
1118,all,fail,NA,Sharanowski_2011,all-fail
1119,pass,fail,NA,Sharanowski_2011,pass-fail
1120,all,pass,NA,Sharanowski_2011,all-pass
1121,all,fail,NA,Sharanowski_2011,all-fail
1122,pass,fail,NA,Sharanowski_2011,pass-fail
1123,all,pass,1.533592066,Sharanowski_2011,all-pass
1124,all,fail,0.314168489,Sharanowski_2011,all-fail
1125,pass,fail,1.577380168,Sharanowski_2011,pass-fail
1126,all,pass,NA,Sharanowski_2011,all-pass
1127,all,fail,NA,Sharanowski_2011,all-fail
1128,pass,fail,NA,Sharanowski_2011,pass-fail
1129,all,pass,0.454104447,Sharanowski_2011,all-pass
1130,all,fail,0.531650917,Sharanowski_2011,all-fail
1131,pass,fail,0.592285909,Sharanowski_2011,pass-fail
